id,date,annee,type,prix,surface,prixm2,codecommune,latitude,longitude
2016-1193075,2016-06-10,2016,Maison,256500,64,4008,94071,48.7609,2.525651
2016-1193077,2016-06-10,2016,Maison,319000,56,5696,94071,48.772504,2.527705
2016-1193079,2016-06-10,2016,Appartement,260000,85,3059,94071,48.766693,2.528216
2016-1193083,2016-05-14,2016,Maison,206000,65,3169,94071,48.76326,2.526432
2016-1193095,2016-05-20,2016,Maison,335000,90,3722,94071,48.768403,2.511067
2016-1193109,2016-06-02,2016,Appartement,293000,105,2790,94071,48.77094,2.527167
2016-1193114,2016-06-15,2016,Appartement,310000,85,3647,94071,48.766693,2.528216
2016-1193134,2016-05-31,2016,Appartement,186000,58,3207,94071,48.772577,2.525787
2016-1193136,2016-05-25,2016,Appartement,119500,35,3414,94071,48.769815,2.521868
2016-1193139,2016-05-30,2016,Appartement,175000,83,2108,94071,48.774714,2.529237
2016-1193161,2016-06-10,2016,Appartement,195000,63,3095,94071,48.785382,2.516611
2016-1193177,2016-06-21,2016,Appartement,207000,67,3090,94071,48.770986,2.51008
2016-1193219,2016-06-08,2016,Maison,340000,135,2519,94071,48.772881,2.535472
2016-1193222,2016-05-25,2016,Maison,367000,110,3336,94071,48.756219,2.537704
2016-1193226,2016-06-14,2016,Appartement,205000,62,3306,94071,48.769573,2.537343
2016-1193245,2016-05-27,2016,Maison,305000,68,4485,94071,48.763915,2.511022
2016-1193248,2016-06-01,2016,Appartement,224000,69,3246,94071,48.770885,2.520508
2016-1193303,2016-06-30,2016,Maison,370000,82,4512,94071,48.758128,2.556185
2016-1193308,2016-06-10,2016,Maison,393000,117,3359,94071,48.775621,2.510211
2016-1193318,2016-06-09,2016,Appartement,163000,51,3196,94071,48.769573,2.537343
2016-1193324,2016-06-28,2016,Maison,69647,91,765,94071,48.770082,2.539557
2016-1193332,2016-06-15,2016,Maison,260000,78,3333,94071,48.762596,2.52766
2016-1193337,2016-06-28,2016,Maison,513000,137,3745,94071,48.762786,2.510468
2016-1193341,2016-06-22,2016,Maison,350000,83,4217,94071,48.756898,2.538991
2016-1193362,2016-06-14,2016,Appartement,225000,86,2616,94071,48.766693,2.528216
2016-1193396,2016-06-15,2016,Maison,333000,60,5550,94071,48.776132,2.517714
2016-1193403,2016-06-17,2016,Appartement,144000,70,2057,94071,48.774714,2.529237
2016-1193415,2016-06-24,2016,Appartement,95000,46,2065,94071,48.769549,2.522133
2016-1193430,2016-06-24,2016,Maison,395000,110,3591,94071,48.767401,2.536614
2016-1193437,2016-07-05,2016,Maison,375000,137,2737,94071,48.763359,2.529275
2016-1193451,2016-05-23,2016,Maison,360000,100,3600,94071,48.763264,2.524727
2016-1193453,2016-06-28,2016,Maison,550000,137,4015,94071,48.769692,2.511329
2016-1193469,2016-06-29,2016,Maison,435000,220,1977,94071,48.774951,2.531888
2016-1193498,2016-07-08,2016,Maison,415000,165,2515,94071,48.777426,2.513752
2016-1193517,2016-06-15,2016,Maison,482000,110,4382,94071,48.76521,2.511137
2016-1193570,2016-07-11,2016,Maison,395000,100,3950,94071,48.758168,2.52972
2016-1193571,2016-06-30,2016,Appartement,178000,46,3870,94071,48.769549,2.522133
2016-1193580,2016-07-13,2016,Appartement,260000,81,3210,94071,48.772498,2.518166
2016-1193589,2016-07-18,2016,Maison,435000,106,4104,94071,48.769236,2.525471
2016-1193593,2016-07-18,2016,Maison,607000,164,3701,94071,48.761896,2.527564
2016-1193595,2016-07-04,2016,Appartement,145000,67,2164,94071,48.770986,2.51008
2016-1193603,2016-06-29,2016,Maison,432000,156,2769,94071,48.757006,2.555
2016-1193615,2016-06-29,2016,Maison,487750,155,3147,94071,48.773947,2.534694
2016-1193647,2016-07-01,2016,Appartement,187000,67,2791,94071,48.770986,2.51008
2016-1193650,2016-07-08,2016,Appartement,148000,70,2114,94071,48.77511,2.529948
2016-1193653,2016-06-29,2016,Appartement,71790,30,2393,94071,48.767259,2.528705
2016-1193666,2016-07-20,2016,Maison,280000,50,5600,94071,48.764676,2.516491
2016-1193676,2016-07-01,2016,Appartement,102500,73,1404,94071,48.775918,2.522424
2016-1193677,2016-07-11,2016,Appartement,134958,60,2249,94071,48.767259,2.528705
2016-1193696,2016-07-08,2016,Appartement,70000,63,1111,94071,48.785382,2.516611
2016-1193700,2016-07-25,2016,Appartement,150000,46,3261,94071,48.769549,2.522133
2016-1193720,2016-07-25,2016,Appartement,150000,51,2941,94071,48.770869,2.525041
2016-1193752,2016-07-13,2016,Maison,318000,87,3655,94071,48.778632,2.51987
2016-1193759,2016-07-18,2016,Maison,418000,90,4644,94071,48.763073,2.530061
2016-1193762,2016-07-11,2016,Maison,152000,140,1086,94071,48.755726,2.542857
2016-1193764,2016-07-18,2016,Maison,710880,160,4443,94071,48.767867,2.525576
2016-1193789,2016-07-27,2016,Appartement,162000,58,2793,94071,48.772577,2.525787
2016-1193796,2016-06-30,2016,Maison,375000,44,8523,94071,48.771759,2.510273
2016-1193798,2016-06-30,2016,Maison,970000,131,7405,94071,48.771759,2.510273
2016-1193800,2016-07-19,2016,Maison,340000,70,4857,94071,48.770311,2.520548
2016-1193806,2016-07-07,2016,Maison,250000,72,3472,94071,48.759073,2.548061
2016-1193809,2016-07-29,2016,Maison,350000,108,3241,94071,48.780438,2.517476
2016-1193822,2016-07-26,2016,Appartement,320000,103,3107,94071,48.770885,2.520508
2016-1193833,2016-08-02,2016,Appartement,257000,85,3024,94071,48.766693,2.528216
2016-1193837,2016-06-30,2016,Maison,582500,145,4017,94071,48.77315,2.508123
2016-1193879,2016-08-04,2016,Maison,292000,56,5214,94071,48.760892,2.524964
2016-1193890,2016-08-05,2016,Appartement,244000,101,2416,94071,48.785382,2.516611
2016-1193904,2016-07-26,2016,Appartement,108714,47,2313,94071,48.767259,2.528705
2016-1193961,2016-06-30,2016,Appartement,178000,58,3069,94071,48.772577,2.525787
2016-1193976,2016-07-20,2016,Maison,263000,76,3461,94071,48.760627,2.548237
2016-1194000,2016-07-28,2016,Maison,490595,126,3894,94071,48.764788,2.51409
2016-1194011,2016-07-29,2016,Maison,326000,70,4657,94071,48.756322,2.537297
2016-1194029,2016-08-09,2016,Maison,407000,141,2887,94071,48.771482,2.535034
2016-1194039,2016-07-20,2016,Maison,215000,20,10750,94071,48.757147,2.52947
2016-1194062,2016-08-04,2016,Maison,280000,56,5000,94071,48.775588,2.513825
2016-1194084,2016-08-11,2016,Maison,402000,84,4786,94071,48.77861,2.520839
2016-1194095,2016-08-24,2016,Appartement,195000,58,3362,94071,48.772577,2.525787
2016-1194098,2016-08-12,2016,Maison,364600,89,4097,94071,48.768478,2.536266
2016-1194099,2016-08-09,2016,Maison,475000,147,3231,94071,48.77533,2.517507
2016-1194128,2016-08-30,2016,Appartement,110000,21,5238,94071,48.771708,2.511008
2016-1194129,2016-08-30,2016,Maison,388000,136,2853,94071,48.777141,2.51958
2016-1194155,2016-08-31,2016,Maison,300000,33,9091,94071,48.780534,2.513971
2016-1194158,2016-08-02,2016,Maison,325000,66,4924,94071,48.764248,2.530782
2016-1194168,2016-08-31,2016,Maison,345000,87,3966,94071,48.769482,2.510146
2016-1194177,2016-08-26,2016,Appartement,237000,59,4017,94071,48.770302,2.522662
2016-1194183,2016-08-22,2016,Maison,365000,87,4195,94071,48.75968,2.546707
2016-1194207,2016-09-07,2016,Maison,532000,151,3523,94071,48.779092,2.51898
2016-1194210,2016-09-07,2016,Appartement,185000,57,3246,94071,48.769759,2.508438
2016-1194216,2016-08-12,2016,Maison,300000,69,4348,94071,48.780272,2.517981
2016-1194249,2016-09-09,2016,Maison,398000,132,3015,94071,48.76595,2.536213
2016-1194267,2016-08-23,2016,Appartement,200000,67,2985,94071,48.770986,2.51008
2016-1194270,2016-08-31,2016,Maison,425000,159,2673,94071,48.762523,2.534193
2016-1194272,2016-09-12,2016,Maison,417000,117,3564,94071,48.756022,2.540923
2016-1194283,2016-08-29,2016,Maison,439000,46,9543,94071,48.778917,2.517425
2016-1194287,2016-08-24,2016,Appartement,140000,45,3111,94071,48.768856,2.524035
2016-1194309,2016-09-15,2016,Maison,348600,119,2929,94071,48.762465,2.536848
2016-1194312,2016-09-12,2016,Appartement,140000,46,3043,94071,48.769549,2.522133
2016-1194322,2016-09-19,2016,Appartement,196500,69,2848,94071,48.771842,2.520675
2016-1194323,2016-09-20,2016,Maison,650000,180,3611,94071,48.767858,2.512427
2016-1194326,2016-09-19,2016,Appartement,150000,47,3191,94071,48.77055,2.520944
2016-1194329,2016-09-19,2016,Maison,677000,170,3982,94071,48.767859,2.509366
2016-1194333,2016-08-26,2016,Maison,350000,102,3431,94071,48.76344,2.533473
2016-1194340,2016-09-14,2016,Maison,355000,99,3586,94071,48.773023,2.51103
2016-1194363,2016-08-29,2016,Appartement,225000,70,3214,94071,48.769243,2.510943
2016-1194385,2016-09-21,2016,Maison,300000,129,2326,94071,48.756601,2.528096
2016-1194388,2016-08-31,2016,Maison,215000,45,4778,94071,48.761855,2.528801
2016-1194389,2016-08-29,2016,Appartement,137484,60,2291,94071,48.767259,2.528705
2016-1194407,2016-09-05,2016,Maison,350000,70,5000,94071,48.763289,2.53164
2016-1194415,2016-09-23,2016,Appartement,168500,45,3744,94071,48.763299,2.519804
2016-1194417,2016-09-23,2016,Maison,276000,87,3172,94071,48.760429,2.550978
2016-1194434,2016-09-27,2016,Maison,420000,136,3088,94071,48.766597,2.535923
2016-1194439,2016-09-09,2016,Maison,378300,116,3261,94071,48.762534,2.510271
2016-1194447,2016-09-02,2016,Maison,394000,106,3717,94071,48.776827,2.510097
2016-1194456,2016-09-02,2016,Maison,500000,170,2941,94071,48.767566,2.527799
2016-1194460,2016-09-28,2016,Maison,320000,94,3404,94071,48.773626,2.53117
2016-1194466,2016-09-29,2016,Appartement,230000,72,3194,94071,48.77094,2.527167
2016-1194469,2016-09-22,2016,Maison,315000,91,3462,94071,48.768676,2.518687
2016-1194475,2016-09-30,2016,Maison,380000,89,4270,94071,48.768514,2.536704
2016-1194485,2016-09-16,2016,Maison,650000,194,3351,94071,48.755559,2.559166
2016-1194486,2016-09-06,2016,Maison,195000,65,3000,94071,48.780727,2.514948
2016-1194501,2016-09-19,2016,Appartement,235000,68,3456,94071,48.772577,2.525787
2016-1194539,2016-09-22,2016,Maison,681976,186,3667,94071,48.762845,2.512471
2016-1194552,2016-10-04,2016,Appartement,170000,55,3091,94071,48.770885,2.520508
2016-1194602,2016-09-16,2016,Maison,540000,130,4154,94071,48.768918,2.510002
2016-1194603,2016-09-15,2016,Appartement,70272,58,1212,94071,48.772577,2.525787
2016-1194604,2016-09-14,2016,Maison,400000,53,7547,94071,48.769958,2.512384
2016-1194608,2016-10-03,2016,Appartement,259000,101,2564,94071,48.785382,2.516611
2016-1194620,2016-09-16,2016,Maison,290000,67,4328,94071,48.764248,2.530782
2016-1194625,2016-10-12,2016,Appartement,154000,70,2200,94071,48.774714,2.529237
2016-1194630,2016-10-05,2016,Appartement,147000,70,2100,94071,48.77511,2.529948
2016-1194634,2016-09-20,2016,Maison,305300,47,6496,94071,48.77403,2.531356
2016-1194654,2016-10-14,2016,Appartement,162000,51,3176,94071,48.779618,2.510823
2016-1194678,2016-10-04,2016,Appartement,177000,65,2723,94071,48.771842,2.520675
2016-1194712,2016-09-26,2016,Appartement,100000,29,3448,94071,48.772124,2.508643
2016-1194714,2016-09-30,2016,Maison,715000,148,4831,94071,48.767606,2.511606
2016-1194726,2016-10-11,2016,Appartement,38000,27,1407,94071,48.775725,2.5317
2016-1194727,2016-09-27,2016,Appartement,67881,30,2263,94071,48.767259,2.528705
2016-1194731,2016-09-27,2016,Maison,572500,195,2936,94071,48.764416,2.520542
2016-1194767,2016-10-04,2016,Appartement,210000,74,2838,94071,48.767259,2.528705
2016-1194794,2016-10-03,2016,Maison,525000,116,4526,94071,48.770134,2.514441
2016-1194805,2016-10-07,2016,Appartement,221000,72,3069,94071,48.77094,2.527167
2016-1194809,2016-10-27,2016,Maison,295000,107,2757,94071,48.75953,2.548269
2016-1194811,2016-10-04,2016,Maison,418000,125,3344,94071,48.757008,2.55372
2016-1194815,2016-10-19,2016,Appartement,165549,72,2299,94071,48.767259,2.528705
2016-1194827,2016-10-13,2016,Maison,420000,102,4118,94071,48.774449,2.516844
2016-1194836,2016-10-20,2016,Maison,365000,52,7019,94071,48.768287,2.522396
2016-1194855,2016-10-20,2016,Appartement,128000,81,1580,94071,48.77511,2.529948
2016-1194897,2016-10-25,2016,Maison,580000,181,3204,94071,48.764566,2.528293
2016-1194939,2016-10-27,2016,Maison,259200,65,3988,94071,48.764149,2.529942
2016-1194940,2016-10-21,2016,Maison,602000,148,4068,94071,48.767609,2.510313
2016-1194965,2016-10-21,2016,Maison,335000,91,3681,94071,48.76935,2.520984
2016-1194972,2016-10-20,2016,Appartement,258000,84,3071,94071,48.766693,2.528216
2016-1194995,2016-10-26,2016,Appartement,157500,46,3424,94071,48.779618,2.510823
2016-1195000,2016-10-28,2016,Appartement,230000,60,3833,94071,48.759556,2.530434
2016-1195014,2016-10-20,2016,Appartement,147000,33,4455,94071,48.775577,2.515369
2016-1195023,2016-11-14,2016,Maison,499150,138,3617,94071,48.768151,2.527679
2016-1195053,2016-10-28,2016,Maison,345000,110,3136,94071,48.77311,2.535339
2016-1195093,2016-11-28,2016,Appartement,151620,70,2166,94071,48.776279,2.522352
2016-1195094,2016-11-03,2016,Appartement,167000,48,3479,94071,48.769957,2.520669
2016-1195095,2016-11-25,2016,Maison,271000,56,4839,94071,48.760067,2.546728
2016-1195106,2016-11-22,2016,Appartement,295000,76,3882,94071,48.773025,2.50975
2016-1195111,2016-11-25,2016,Appartement,230300,51,4516,94071,48.769622,2.520774
2016-1195124,2016-11-09,2016,Maison,285000,104,2740,94071,48.775549,2.508719
2016-1195129,2016-11-07,2016,Appartement,135000,55,2455,94071,48.77511,2.529948
2016-1195130,2016-11-07,2016,Appartement,245000,86,2849,94071,48.766693,2.528216
2016-1195141,2016-11-09,2016,Appartement,240000,49,4898,94071,48.773707,2.509821
2016-1195142,2016-11-16,2016,Appartement,153000,51,3000,94071,48.770869,2.525041
2016-1195150,2016-11-29,2016,Maison,510000,124,4113,94071,48.778445,2.515635
2016-1195159,2016-11-23,2016,Maison,270000,145,1862,94071,48.764667,2.53208
2016-1195201,2016-12-07,2016,Maison,280000,62,4516,94071,48.756391,2.533595
2016-1195219,2016-12-09,2016,Appartement,264487,80,3306,94071,48.766792,2.532928
2016-1195227,2016-12-02,2016,Appartement,205000,83,2470,94071,48.785382,2.516611
2016-1195279,2016-12-16,2016,Appartement,199000,83,2398,94071,48.774714,2.529237
2016-1195292,2016-11-24,2016,Maison,220000,45,4889,94071,48.764248,2.530782
2016-1195314,2016-12-16,2016,Appartement,195000,62,3145,94071,48.770869,2.525041
2016-1195345,2016-12-09,2016,Appartement,67594,29,2331,94071,48.767259,2.528705
2016-1195388,2016-12-16,2016,Maison,586450,180,3258,94071,48.763541,2.514111
2016-1195389,2016-12-09,2016,Appartement,130000,34,3824,94071,48.768975,2.521782
2016-1195414,2016-12-22,2016,Appartement,232000,83,2795,94071,48.785382,2.516611
2016-1195489,2016-12-23,2016,Appartement,111598,47,2374,94071,48.767259,2.528705
2016-1195497,2016-12-14,2016,Appartement,143000,28,5107,94071,48.768975,2.521782
2016-1195507,2016-12-21,2016,Maison,175000,99,1768,94071,48.762628,2.536894
2016-1195510,2016-12-28,2016,Appartement,138086,61,2264,94071,48.767259,2.528705
2016-1195518,2016-12-16,2016,Appartement,139000,55,2527,94071,48.77511,2.529948
2016-1195551,2016-12-30,2016,Appartement,143722,61,2356,94071,48.767259,2.528705
2016-1195559,2016-12-23,2016,Maison,732400,193,3795,94071,48.779301,2.518541
2016-1195591,2016-12-16,2016,Maison,440000,125,3520,94071,48.758974,2.555281
2016-1195595,2016-12-13,2016,Maison,850000,176,4830,94071,48.766892,2.521263
2016-1195633,2016-12-21,2016,Maison,372000,131,2840,94071,48.757589,2.55399
2016-1195711,2016-12-28,2016,Maison,200000,115,1739,94071,48.758687,2.553113
2016-1195721,2016-12-30,2016,Appartement,158000,70,2257,94071,48.774714,2.529237
2016-1195731,2016-12-28,2016,Maison,410000,105,3905,94071,48.768363,2.526369
2016-1195761,2016-01-21,2016,Maison,250000,50,5000,94071,48.76476,2.533951
2017-1353807,2017-01-13,2017,Appartement,135000,46,2935,94071,48.769549,2.522133
2017-1353810,2017-01-20,2017,Appartement,135000,70,1929,94071,48.776279,2.522352
2017-1353824,2017-01-24,2017,Appartement,140000,42,3333,94071,48.770869,2.525041
2017-1353829,2017-01-10,2017,Maison,580000,190,3053,94071,48.773601,2.512668
2017-1353832,2017-01-23,2017,Maison,315000,85,3706,94071,48.779781,2.512667
2017-1353834,2017-01-25,2017,Appartement,197000,67,2940,94071,48.779618,2.510823
2017-1353860,2017-01-27,2017,Maison,295000,70,4214,94071,48.760522,2.528663
2017-1353882,2017-01-27,2017,Appartement,192000,67,2866,94071,48.770986,2.51008
2017-1353927,2017-01-27,2017,Appartement,415000,85,4882,94071,48.775831,2.51523
2017-1353955,2017-02-06,2017,Appartement,180000,80,2250,94071,48.77055,2.520944
2017-1353977,2017-01-16,2017,Appartement,108400,29,3738,94071,48.769549,2.522133
2017-1354009,2017-01-16,2017,Maison,335000,86,3895,94071,48.767463,2.538161
2017-1354013,2017-01-30,2017,Maison,525000,125,4200,94071,48.778397,2.51914
2017-1354054,2017-02-15,2017,Appartement,238500,68,3507,94071,48.772577,2.525787
2017-1354078,2017-02-10,2017,Maison,355000,102,3480,94071,48.758265,2.52952
2017-1354079,2017-01-31,2017,Appartement,140466,60,2341,94071,48.767259,2.528705
2017-1354093,2017-02-21,2017,Maison,415000,109,3807,94071,48.77218,2.53453
2017-1354102,2017-01-31,2017,Maison,355000,94,3777,94071,48.75695,2.549601
2017-1354121,2017-01-30,2017,Maison,1100000,106,10377,94071,48.77937,2.511373
2017-1354130,2017-01-30,2017,Appartement,141356,58,2437,94071,48.77511,2.529948
2017-1354144,2017-02-01,2017,Maison,147500,137,1077,94071,48.760426,2.549039
2017-1354172,2017-02-27,2017,Maison,368000,77,4779,94071,48.765149,2.525902
2017-1354208,2017-02-03,2017,Appartement,153333,45,3407,94071,48.769549,2.522133
2017-1354228,2017-02-08,2017,Maison,420000,136,3088,94071,48.761129,2.523752
2017-1354236,2017-02-27,2017,Maison,290000,60,4833,94071,48.76684,2.522713
2017-1354249,2017-03-03,2017,Maison,364000,103,3534,94071,48.75711,2.549692
2017-1354258,2017-03-03,2017,Maison,370000,169,2189,94071,48.774789,2.515642
2017-1354275,2017-02-09,2017,Appartement,95000,19,5000,94071,48.769957,2.520669
2017-1354284,2017-03-02,2017,Appartement,216000,67,3224,94071,48.770986,2.51008
2017-1354293,2017-02-22,2017,Appartement,284000,76,3737,94071,48.769573,2.537343
2017-1354295,2017-02-22,2017,Maison,420000,95,4421,94071,48.779927,2.51987
2017-1354305,2017-02-13,2017,Maison,300000,120,2500,94071,48.766977,2.522747
2017-1354306,2017-02-27,2017,Appartement,210000,72,2917,94071,48.77094,2.527167
2017-1354330,2017-02-27,2017,Maison,156426,109,1435,94071,48.776987,2.519839
2017-1354352,2017-02-22,2017,Appartement,148000,51,2902,94071,48.770869,2.525041
2017-1354371,2017-02-27,2017,Maison,360000,110,3273,94071,48.762944,2.525669
2017-1354405,2017-02-27,2017,Appartement,125000,53,2358,94071,48.776279,2.522352
2017-1354411,2017-02-27,2017,Appartement,210000,72,2917,94071,48.77094,2.527167
2017-1354418,2017-02-27,2017,Maison,384400,110,3495,94071,48.773593,2.534142
2017-1354421,2017-02-24,2017,Maison,542000,69,7855,94071,48.773649,2.50964
2017-1354433,2017-02-27,2017,Maison,362390,149,2432,94071,48.756477,2.531847
2017-1354435,2017-03-10,2017,Appartement,136500,70,1950,94071,48.77511,2.529948
2017-1354450,2017-03-02,2017,Maison,279500,79,3538,94071,48.763538,2.533401
2017-1354457,2017-03-03,2017,Maison,388000,140,2771,94071,48.755726,2.542857
2017-1354466,2017-03-17,2017,Maison,295000,93,3172,94071,48.763802,2.524208
2017-1354470,2017-03-14,2017,Appartement,225000,72,3125,94071,48.77094,2.527167
2017-1354481,2017-03-22,2017,Maison,220000,31,7097,94071,48.768692,2.52752
2017-1354484,2017-03-23,2017,Maison,380000,70,5429,94071,48.77335,2.530658
2017-1354485,2017-03-16,2017,Maison,335000,122,2746,94071,48.76298,2.537923
2017-1354493,2017-03-22,2017,Maison,172500,109,1583,94071,48.77289,2.526924
2017-1354494,2017-03-22,2017,Appartement,101000,35,2886,94071,48.762648,2.534506
2017-1354496,2017-03-21,2017,Appartement,265000,89,2978,94071,48.767259,2.528705
2017-1354499,2017-02-28,2017,Maison,437000,201,2174,94071,48.755423,2.53684
2017-1354503,2017-03-07,2017,Appartement,153000,51,3000,94071,48.769573,2.537343
2017-1354511,2017-03-02,2017,Maison,215000,53,4057,94071,48.766458,2.516821
2017-1354529,2017-03-27,2017,Maison,112000,81,1383,94071,48.773474,2.514175
2017-1354570,2017-03-23,2017,Appartement,181000,58,3121,94071,48.772577,2.525787
2017-1354588,2017-03-29,2017,Appartement,125500,32,3922,94071,48.769549,2.522133
2017-1354591,2017-03-13,2017,Appartement,108000,31,3484,94071,48.76737,2.533648
2017-1354592,2017-03-13,2017,Appartement,165000,38,4342,94071,48.770302,2.522662
2017-1354600,2017-03-28,2017,Appartement,318600,94,3389,94071,48.769422,2.520274
2017-1354625,2017-03-29,2017,Appartement,157060,70,2244,94071,48.774714,2.529237
2017-1354658,2017-04-07,2017,Maison,688900,166,4150,94071,48.766701,2.512149
2017-1354661,2017-04-06,2017,Maison,350000,80,4375,94071,48.758493,2.551697
2017-1354694,2017-03-23,2017,Appartement,106540,47,2267,94071,48.767259,2.528705
2017-1354697,2017-03-21,2017,Appartement,106994,47,2276,94071,48.767259,2.528705
2017-1354715,2017-03-13,2017,Maison,220000,70,3143,94071,48.759436,2.550289
2017-1354720,2017-03-31,2017,Appartement,309500,101,3064,94071,48.785382,2.516611
2017-1354736,2017-04-13,2017,Maison,465000,130,3577,94071,48.761943,2.528784
2017-1354743,2017-04-10,2017,Appartement,174300,62,2811,94071,48.770869,2.525041
2017-1354748,2017-04-14,2017,Appartement,165000,43,3837,94071,48.769549,2.522133
2017-1354752,2017-03-31,2017,Maison,385000,99,3889,94071,48.762903,2.50926
2017-1354768,2017-03-23,2017,Appartement,185000,83,2229,94071,48.774714,2.529237
2017-1354779,2017-03-24,2017,Maison,492890,122,4040,94071,48.77355,2.508659
2017-1354784,2017-03-31,2017,Maison,280000,81,3457,94071,48.767488,2.537384
2017-1354801,2017-03-17,2017,Maison,382000,125,3056,94071,48.76057,2.554074
2017-1354803,2017-04-11,2017,Maison,420000,100,4200,94071,48.762197,2.529997
2017-1354811,2017-04-04,2017,Maison,300000,110,2727,94071,48.759125,2.552945
2017-1354816,2017-04-13,2017,Maison,300000,72,4167,94071,48.759073,2.548061
2017-1354820,2017-04-06,2017,Appartement,157000,62,2532,94071,48.785382,2.516611
2017-1354821,2017-04-20,2017,Appartement,166000,38,4368,94071,48.769403,2.534846
2017-1354839,2017-03-29,2017,Appartement,210000,81,2593,94071,48.770986,2.51008
2017-1354863,2017-03-31,2017,Maison,220000,39,5641,94071,48.780153,2.513883
2017-1354874,2017-04-03,2017,Maison,369500,140,2639,94071,48.756823,2.540098
2017-1354889,2017-04-05,2017,Maison,215000,31,6935,94071,48.779574,2.519825
2017-1354910,2017-05-02,2017,Appartement,170000,39,4359,94071,48.773068,2.521966
2017-1354939,2017-04-07,2017,Maison,345000,110,3136,94071,48.757726,2.541079
2017-1354964,2017-04-07,2017,Maison,148580,72,2064,94071,48.772111,2.509225
2017-1354976,2017-04-20,2017,Maison,374000,95,3937,94071,48.77917,2.518845
2017-1354982,2017-04-11,2017,Maison,410000,138,2971,94071,48.770537,2.511857
2017-1354988,2017-04-14,2017,Maison,430000,156,2756,94071,48.766349,2.536065
2017-1355012,2017-04-26,2017,Appartement,94000,23,4087,94071,48.769422,2.520274
2017-1355013,2017-05-05,2017,Appartement,120000,30,4000,94071,48.769549,2.522133
2017-1355029,2017-04-21,2017,Appartement,305000,85,3588,94071,48.76737,2.533648
2017-1355050,2017-05-15,2017,Maison,410000,73,5616,94071,48.771665,2.512937
2017-1355060,2017-04-27,2017,Maison,280000,70,4000,94071,48.770221,2.509274
2017-1355070,2017-04-27,2017,Appartement,283000,101,2802,94071,48.785382,2.516611
2017-1355082,2017-05-17,2017,Maison,390000,110,3545,94071,48.766447,2.536236
2017-1355090,2017-05-12,2017,Appartement,180000,73,2466,94071,48.766693,2.528216
2017-1355099,2017-05-16,2017,Maison,255000,103,2476,94071,48.756353,2.52744
2017-1355111,2017-04-21,2017,Maison,275000,76,3618,94071,48.755869,2.529838
2017-1355131,2017-04-14,2017,Appartement,163400,48,3404,94071,48.766792,2.532928
2017-1355159,2017-05-09,2017,Appartement,188000,68,2765,94071,48.772577,2.525787
2017-1355182,2017-04-27,2017,Maison,295000,85,3471,94071,48.76193,2.52419
2017-1355210,2017-05-04,2017,Maison,620000,140,4429,94071,48.766524,2.512634
2017-1355213,2017-05-05,2017,Maison,292000,88,3318,94071,48.755509,2.532379
2017-1355231,2017-04-13,2017,Maison,375000,136,2757,94071,48.765864,2.535387
2017-1355237,2017-05-15,2017,Appartement,169000,63,2683,94071,48.767259,2.528705
2017-1355288,2017-05-19,2017,Maison,296000,77,3844,94071,48.75717,2.550011
2017-1355316,2017-05-24,2017,Appartement,115000,51,2255,94071,48.779618,2.510823
2017-1355333,2017-05-12,2017,Maison,702000,154,4558,94071,48.773614,2.516772
2017-1355361,2017-05-17,2017,Appartement,104000,58,1793,94071,48.77511,2.529948
2017-1355406,2017-05-24,2017,Maison,453000,178,2545,94071,48.77218,2.53453
2017-1355412,2017-06-01,2017,Maison,443000,86,5151,94071,48.76565,2.513626
2017-1355418,2017-06-15,2017,Maison,618000,113,5469,94071,48.767322,2.510714
2017-1355436,2017-06-14,2017,Appartement,133000,70,1900,94071,48.77511,2.529948
2017-1355440,2017-06-09,2017,Appartement,170000,42,4048,94071,48.770869,2.525041
2017-1355453,2017-06-12,2017,Appartement,210000,70,3000,94071,48.759742,2.547163
2017-1355455,2017-05-30,2017,Maison,410000,141,2908,94071,48.757133,2.538161
2017-1355458,2017-06-20,2017,Maison,450000,104,4327,94071,48.779083,2.514257
2017-1355472,2017-06-14,2017,Appartement,137600,52,2646,94071,48.764642,2.512126
2017-1355473,2017-06-15,2017,Maison,440000,100,4400,94071,48.772163,2.536841
2017-1355486,2017-06-05,2017,Maison,262000,40,6550,94071,48.757362,2.527802
2017-1355497,2017-06-19,2017,Appartement,127000,70,1814,94071,48.77511,2.529948
2017-1355498,2017-06-19,2017,Maison,456000,119,3832,94071,48.760101,2.551433
2017-1355505,2017-06-21,2017,Maison,235000,33,7121,94071,48.763333,2.533354
2017-1355515,2017-06-09,2017,Maison,550000,58,9483,94071,48.763738,2.528553
2017-1355521,2017-06-16,2017,Appartement,134000,72,1861,94071,48.774714,2.529237
2017-1355542,2017-06-26,2017,Maison,677000,168,4030,94071,48.767084,2.521795
2017-1355544,2017-05-22,2017,Maison,250000,56,4464,94071,48.76612,2.516111
2017-1355549,2017-06-22,2017,Maison,510000,155,3290,94071,48.775214,2.535183
2017-1355550,2017-06-02,2017,Appartement,222500,68,3272,94071,48.772577,2.525787
2017-1355577,2017-06-14,2017,Maison,210000,59,3559,94071,48.776761,2.511672
2017-1355583,2017-06-06,2017,Appartement,225000,100,2250,94071,48.758387,2.554184
2017-1355584,2017-06-06,2017,Appartement,213000,100,2130,94071,48.758387,2.554184
2017-1355588,2017-06-06,2017,Maison,457000,64,7141,94071,48.769533,2.516079
